Date,driver_number,start_point,end_point,distance_travelled,speed,start_time,end_time,driver_rating,fare_amount,weather_conditions,traffic_conditions,payment_method,passenger_count,duration,route_taken
06/12/2026,4,48 La Follette Hill,126 Sauthoff Road,26.04,17.19,8/24/2022,6/24/2022,4.3,8.72,cloudy,light,credit card,5,421,back roads
06/12/2026,9,5 Dunning Court,7387 Moulton Pass,46.89,120.9,5/29/2022,5/8/2022,2.2,70.88,sunny,moderate,mobile payment,5,335,city streets
06/12/2026,3,4 Tony Center,752 Eagle Crest Parkway,41.21,11.14,7/29/2022,8/9/2022,1.4,19.15,cloudy,moderate,credit card,4,45,city streets
06/12/2026,2,3265 Lindbergh Crossing,648 Maple Avenue,47.53,135.09,3/30/2022,2/28/2022,1.4,64.99,snowy,light,credit card,5,59,highway
06/12/2026,5,8 East Plaza,2 Algoma Hill,1.35,20.47,1/9/2022,8/27/2022,1.2,22.41,snowy,heavy,mobile payment,3,524,back roads
06/12/2026,8,749 Donald Alley,4 Cody Place,15.99,19.2,3/12/2022,8/25/2022,1.4,61.01,sunny,heavy,cash,1,25,back roads
06/12/2026,2,6 Bellgrove Way,73 Aberg Avenue,32.5,133.16,8/16/2022,9/12/2022,1.0,58.97,cloudy,light,cash,3,142,city streets
06/12/2026,2,131 Esker Trail,677 Sunbrook Pass,15.79,8.19,6/5/2022,7/31/2022,3.5,41.72,sunny,moderate,credit card,5,361,highway
06/12/2026,3,766 Summerview Parkway,7 Randy Pass,1.3,64.17,5/30/2022,6/18/2022,1.0,36.43,cloudy,heavy,credit card,2,571,highway
06/12/2026,1,65 West Way,6248 School Court,12.51,41.49,6/4/2022,4/18/2022,4.9,86.97,sunny,light,credit card,1,27,back roads
06/12/2026,9,704 Hazelcrest Pass,1 Banding Lane,39.35,35.88,8/11/2022,10/17/2022,3.6,92.67,cloudy,moderate,credit card,3,1,city streets
06/12/2026,9,35 Oxford Crossing,812 Corry Place,47.27,2.87,9/13/2022,8/5/2022,3.3,57.73,sunny,light,cash,2,86,highway
06/12/2026,1,0056 Cordelia Avenue,7 American Ash Way,40.5,89.22,4/3/2022,10/22/2022,3.1,96.5,snowy,light,cash,2,101,back roads
06/12/2026,5,5892 Riverside Avenue,36 Debs Court,36.13,89.99,9/1/2022,4/25/2022,1.9,42.15,cloudy,heavy,cash,5,345,city streets
06/12/2026,5,2 Sherman Court,8 Delaware Point,34.72,139.45,6/17/2022,4/17/2022,4.3,66.68,snowy,moderate,mobile payment,2,247,highway
06/12/2026,7,4143 Linden Place,12708 Riverside Drive,21.75,96.72,4/24/2022,1/22/2022,4.4,53.08,snowy,light,credit card,4,492,highway
06/12/2026,9,346 Shelley Crossing,74 Rowland Parkway,11.38,65.98,3/6/2022,8/31/2022,4.2,41.74,cloudy,moderate,mobile payment,3,592,city streets
06/12/2026,6,62 Johnson Terrace,1759 Charing Cross Pass,47.65,69.64,2/5/2022,9/23/2022,3.7,19.9,cloudy,heavy,credit card,4,314,back roads
06/12/2026,9,1449 Upham Drive,8 Welch Parkway,24.2,122.83,7/18/2022,3/15/2022,1.6,35.3,cloudy,light,cash,3,145,back roads
06/12/2026,4,2816 Maple Court,9366 Mandrake Drive,41.04,147.97,3/3/2022,3/5/2022,3.6,66.88,cloudy,moderate,credit card,2,86,highway
06/12/2026,1,3213 Forest Run Avenue,18563 Hovde Avenue,43.5,49.67,1/5/2022,7/1/2022,4.8,61.6,sunny,moderate,mobile payment,1,223,highway
06/12/2026,5,0 Warner Point,350 Colorado Lane,48.18,17.7,1/9/2022,2/23/2022,2.8,14.97,snowy,light,cash,1,7,city streets
06/12/2026,6,04275 Corry Crossing,4707 Darwin Drive,43.11,90.36,6/29/2022,1/11/2022,3.7,7.58,snowy,light,mobile payment,1,582,back roads
06/12/2026,6,6950 Menomonie Junction,042 Harbort Crossing,22.88,44.54,3/14/2022,8/13/2022,4.8,95.74,snowy,light,cash,5,481,city streets
06/12/2026,1,85 Oriole Point,3 Packers Park,49.51,18.44,3/19/2022,6/1/2022,3.6,47.75,sunny,moderate,cash,4,341,city streets
06/12/2026,2,36218 Mosinee Avenue,551 Summerview Place,22.05,91.37,1/3/2022,1/19/2022,2.6,60.81,snowy,heavy,credit card,1,140,city streets
06/12/2026,3,1 Moose Circle,095 Russell Street,40.1,2.87,8/9/2022,7/11/2022,4.9,13.37,sunny,light,cash,4,557,city streets
06/12/2026,1,58 Maple Way,73 Hazelcrest Street,27.99,89.28,3/7/2022,10/16/2022,2.5,60.05,sunny,heavy,credit card,3,418,highway
06/12/2026,2,30698 Golf View Court,43 Claremont Junction,6.5,41.44,2/18/2022,8/8/2022,3.3,97.92,sunny,heavy,credit card,3,597,back roads
06/12/2026,1,7 Lunder Terrace,5 Anderson Lane,31.93,91.1,6/10/2022,10/4/2022,2.3,87.27,cloudy,light,mobile payment,3,29,city streets
06/12/2026,4,01 Sunnyside Crossing,36 Fulton Court,16.52,60.58,8/24/2022,9/23/2022,1.5,92.22,cloudy,heavy,mobile payment,3,69,highway
06/12/2026,8,1588 Kinsman Avenue,259 Hintze Lane,10.9,41.19,7/14/2022,5/7/2022,1.9,61.78,snowy,light,credit card,1,238,highway
06/12/2026,1,819 Hallows Junction,99989 Claremont Hill,19.24,74.03,2/10/2022,2/26/2022,2.9,73.21,sunny,heavy,cash,5,205,city streets
06/12/2026,7,6914 Florence Avenue,85 Banding Plaza,46.13,91.1,3/25/2022,3/7/2022,2.5,79.19,sunny,moderate,credit card,4,260,back roads
06/12/2026,1,612 Fallview Way,3 Green Circle,16.71,47.9,7/20/2022,10/25/2022,4.4,61.39,cloudy,moderate,mobile payment,4,292,back roads
06/12/2026,2,74078 Monument Hill,17 Stephen Junction,13.82,102.31,1/15/2022,5/27/2022,3.8,12.1,snowy,moderate,credit card,2,522,city streets
06/12/2026,7,68451 Coleman Terrace,0615 Springview Parkway,41.22,101.73,9/15/2022,5/16/2022,4.4,90.02,cloudy,light,cash,4,135,back roads
06/12/2026,8,893 Novick Court,49422 Charing Cross Street,43.25,97.18,8/30/2022,3/24/2022,2.2,76.08,snowy,heavy,credit card,2,114,back roads
06/12/2026,7,77517 Brentwood Parkway,808 Moland Place,0.21,110.71,7/10/2022,8/21/2022,1.4,20.28,sunny,heavy,cash,1,536,highway
06/12/2026,3,3 American Place,12497 Aberg Terrace,33.29,111.58,2/22/2022,7/15/2022,4.7,34.66,sunny,heavy,credit card,5,450,highway
06/12/2026,3,8 Annamark Alley,48199 Crownhardt Pass,47.96,84.36,5/16/2022,4/15/2022,1.1,12.75,snowy,moderate,cash,1,10,city streets
06/12/2026,4,4302 Bluejay Plaza,008 Twin Pines Trail,13.98,64.1,5/31/2022,3/6/2022,2.9,23.79,sunny,moderate,credit card,3,193,highway
06/12/2026,1,3812 Vahlen Plaza,27752 Valley Edge Avenue,24.06,82.7,4/10/2022,8/4/2022,2.6,78.14,cloudy,heavy,mobile payment,1,270,back roads
06/12/2026,6,168 Forest Court,736 Washington Road,47.53,15.34,9/11/2022,1/31/2022,1.5,0.92,sunny,light,mobile payment,2,177,city streets
06/12/2026,6,5 Transport Pass,4697 Mayer Center,11.09,141.97,4/24/2022,6/29/2022,3.5,90.98,cloudy,light,credit card,5,59,highway
06/12/2026,3,1260 Arizona Place,95 Shasta Court,39.27,135.85,3/5/2022,2/22/2022,1.3,70.57,sunny,light,credit card,5,551,back roads
06/12/2026,5,96690 Pennsylvania Circle,30 Talmadge Terrace,34.16,96.01,5/24/2022,4/16/2022,2.1,4.33,snowy,moderate,mobile payment,3,270,highway
06/12/2026,9,14221 Oxford Park,774 Forster Drive,13.07,111.69,8/10/2022,10/13/2022,3.2,70.47,cloudy,moderate,cash,2,139,back roads
06/12/2026,1,70 Rockefeller Hill,9080 Stephen Center,31.84,33.0,5/30/2022,7/12/2022,2.6,35.86,cloudy,light,mobile payment,3,363,back roads
06/12/2026,5,9 Morrow Avenue,80 Jenifer Avenue,20.57,65.08,3/22/2022,8/11/2022,4.6,36.28,cloudy,heavy,mobile payment,3,233,city streets
06/12/2026,7,94 Esch Crossing,5 Ridge Oak Avenue,13.88,79.84,1/31/2022,8/11/2022,3.6,19.6,sunny,heavy,cash,2,388,highway
06/12/2026,1,83 Northwestern Place,4 Welch Road,38.49,80.03,2/16/2022,3/22/2022,3.7,59.3,snowy,moderate,cash,5,178,city streets
06/12/2026,5,2303 Thierer Terrace,923 Crest Line Crossing,22.1,63.85,3/1/2022,4/23/2022,1.2,22.33,cloudy,moderate,credit card,2,159,highway
06/12/2026,6,88 Spaight Way,2 Main Pass,12.96,34.22,6/1/2022,7/14/2022,4.2,73.98,sunny,moderate,mobile payment,2,372,city streets
06/12/2026,6,23388 Knutson Pass,4 Hoffman Place,29.81,67.24,2/2/2022,1/30/2022,1.8,52.55,cloudy,light,cash,1,243,back roads
06/12/2026,2,98 Dorton Place,9640 Morning Drive,43.81,0.21,6/22/2022,7/29/2022,1.2,42.07,cloudy,light,cash,2,245,highway
06/12/2026,5,6809 Buhler Park,24 Eagle Crest Parkway,17.42,69.91,1/9/2022,8/21/2022,2.6,7.07,sunny,moderate,credit card,2,354,city streets
06/12/2026,2,7 Duke Hill,51 Bobwhite Circle,34.8,67.05,1/2/2022,6/17/2022,3.8,68.48,snowy,moderate,cash,5,17,highway
06/12/2026,4,33920 Magdeline Center,9244 Jana Parkway,38.31,14.42,4/9/2022,7/18/2022,3.6,11.36,sunny,moderate,credit card,4,177,back roads
06/12/2026,9,396 Center Place,5 Hooker Point,25.47,63.09,7/19/2022,11/5/2022,4.7,57.78,cloudy,light,credit card,4,324,back roads
06/12/2026,2,55 8th Street,720 Kenwood Trail,42.9,41.87,3/11/2022,1/29/2022,2.5,7.42,sunny,moderate,cash,4,10,highway
06/12/2026,9,24 Corben Alley,6296 Bluestem Trail,47.72,55.32,6/4/2022,1/20/2022,3.8,44.71,cloudy,heavy,cash,3,320,city streets
06/12/2026,2,097 Hayes Trail,741 Surrey Place,32.34,39.86,2/11/2022,7/9/2022,3.7,85.17,sunny,moderate,cash,2,588,city streets
06/12/2026,4,5418 Grayhawk Terrace,50226 Arizona Place,34.17,20.82,3/31/2022,9/1/2022,3.7,88.59,sunny,light,cash,5,120,city streets
06/12/2026,8,03729 Redwing Hill,96668 Corry Parkway,37.27,25.97,9/14/2022,4/26/2022,4.6,26.83,sunny,light,credit card,1,336,back roads
06/12/2026,9,6203 Ruskin Pass,14 Glendale Trail,30.62,56.01,3/9/2022,3/26/2022,4.4,43.6,snowy,light,mobile payment,4,255,highway
06/12/2026,8,22380 Delladonna Park,5469 Eliot Court,35.82,73.45,1/22/2022,7/27/2022,2.4,26.54,snowy,moderate,credit card,2,325,highway
06/12/2026,6,5 Village Green Alley,7 Raven Road,48.81,97.08,7/24/2022,6/8/2022,1.7,70.88,sunny,moderate,credit card,4,382,highway
06/12/2026,1,6 Bluestem Trail,7753 Drewry Alley,18.69,134.74,3/19/2022,7/7/2022,4.9,7.97,sunny,light,cash,1,497,back roads
06/12/2026,6,86 Melrose Circle,77 Cardinal Center,2.21,120.23,5/18/2022,5/3/2022,1.7,59.55,snowy,light,credit card,4,145,back roads
06/12/2026,2,38241 Sugar Court,27 Amoth Hill,36.36,112.43,4/6/2022,7/9/2022,1.7,71.8,snowy,light,cash,5,328,city streets
06/12/2026,5,98904 Summer Ridge Plaza,0279 Ohio Circle,20.01,78.51,4/6/2022,4/6/2022,2.7,91.11,sunny,moderate,credit card,1,252,city streets
06/12/2026,4,4924 Thompson Parkway,77 Bluestem Place,13.07,26.3,9/17/2022,2/23/2022,1.6,19.93,cloudy,light,credit card,1,266,highway
06/12/2026,2,84100 Schiller Street,557 Knutson Avenue,31.54,76.71,5/27/2022,7/4/2022,1.8,0.39,sunny,light,mobile payment,1,124,highway
06/12/2026,4,746 Fairview Park,7090 Bluejay Lane,12.86,37.73,6/12/2022,1/23/2022,4.4,56.95,cloudy,moderate,mobile payment,1,360,highway
06/12/2026,7,41681 Hermina Circle,93 Lakewood Gardens Center,29.47,9.42,4/21/2022,7/14/2022,4.7,60.99,snowy,heavy,mobile payment,2,228,back roads
06/12/2026,1,8 Comanche Pass,09469 Lakewood Alley,38.57,128.62,4/18/2022,1/9/2022,3.4,96.91,sunny,heavy,mobile payment,2,228,highway
06/12/2026,5,434 Superior Center,4503 Vidon Court,23.3,62.67,1/7/2022,6/8/2022,2.8,70.68,cloudy,moderate,credit card,2,456,back roads
06/12/2026,3,33879 Doe Crossing Park,0555 Brown Way,11.76,148.73,9/6/2022,11/4/2022,2.5,52.02,sunny,moderate,mobile payment,3,25,city streets
06/12/2026,5,9 Darwin Point,035 Maple Wood Place,1.48,61.82,4/12/2022,9/7/2022,4.2,89.06,sunny,heavy,cash,4,256,city streets
06/12/2026,8,2 Pennsylvania Junction,1 Colorado Park,12.02,145.05,3/3/2022,5/14/2022,4.8,17.6,sunny,heavy,mobile payment,3,545,highway
06/12/2026,1,620 Loftsgordon Drive,721 Heffernan Plaza,30.59,48.77,1/5/2022,5/1/2022,3.2,23.05,sunny,moderate,mobile payment,5,256,city streets
06/12/2026,3,6 Pierstorff Plaza,561 Sycamore Drive,18.65,18.31,5/2/2022,2/13/2022,3.3,10.58,sunny,light,cash,5,415,back roads
06/12/2026,2,99 Sunbrook Terrace,81 Sullivan Plaza,24.27,69.94,8/17/2022,9/1/2022,1.5,65.14,snowy,light,credit card,5,157,city streets
06/12/2026,5,485 Fairfield Pass,959 Golf Course Road,24.7,128.16,4/20/2022,9/30/2022,1.1,61.42,cloudy,heavy,credit card,3,561,back roads
06/12/2026,5,9657 Hoard Way,2 Twin Pines Crossing,46.0,92.27,9/9/2022,8/23/2022,2.1,50.82,cloudy,light,cash,1,316,city streets
06/12/2026,3,44357 Dixon Drive,07 Pond Place,6.29,56.61,7/7/2022,6/5/2022,2.1,22.72,cloudy,moderate,cash,3,60,city streets
06/12/2026,8,25051 Mitchell Park,073 Vernon Center,31.41,43.64,7/31/2022,6/2/2022,4.6,31.6,snowy,light,credit card,5,410,highway
06/12/2026,7,3 Tomscot Trail,7 Dixon Pass,6.41,132.19,8/22/2022,9/14/2022,4.5,60.79,cloudy,light,cash,2,379,back roads
06/12/2026,4,4 Macpherson Plaza,8 Farmco Crossing,38.11,130.57,8/4/2022,5/20/2022,2.7,24.85,snowy,heavy,mobile payment,2,589,highway
06/12/2026,3,63 Londonderry Hill,99488 Morningstar Place,0.64,39.65,6/22/2022,3/24/2022,4.4,76.85,snowy,light,credit card,5,545,back roads
06/12/2026,7,264 Veith Lane,98417 Del Mar Way,42.58,11.76,6/27/2022,3/25/2022,2.8,70.78,sunny,heavy,mobile payment,3,403,highway
06/12/2026,8,1023 American Pass,26 Spohn Street,35.41,49.61,1/30/2022,10/24/2022,1.3,46.66,cloudy,moderate,mobile payment,5,200,back roads
06/12/2026,1,87032 Armistice Alley,47 Mccormick Point,10.03,146.93,2/14/2022,6/3/2022,3.0,27.04,snowy,heavy,credit card,4,503,highway
06/12/2026,5,5638 International Junction,8 Havey Place,5.44,68.12,7/13/2022,9/4/2022,1.9,23.58,sunny,heavy,cash,3,585,highway
06/12/2026,9,820 Mcguire Pass,65860 Morrow Place,43.75,136.55,9/7/2022,11/6/2022,2.2,24.04,snowy,light,mobile payment,2,587,highway
06/12/2026,3,10813 Mallory Junction,8 Forest Dale Hill,8.86,91.33,5/22/2022,2/4/2022,1.3,84.17,sunny,heavy,cash,2,518,highway
06/12/2026,5,66706 Longview Center,5 Clove Point,40.94,65.79,7/31/2022,4/9/2022,1.2,22.46,sunny,heavy,cash,2,482,highway
06/12/2026,5,7097 West Alley,3166 Lotheville Court,38.23,38.67,4/27/2022,5/21/2022,1.0,92.1,snowy,moderate,credit card,2,405,city streets
06/12/2026,6,2573 6th Road,77949 Muir Avenue,23.25,92.53,2/8/2022,9/12/2022,3.2,80.05,cloudy,moderate,cash,3,324,city streets
06/12/2026,4,88343 Tennyson Parkway,632 Kenwood Park,11.58,102.86,2/17/2022,9/10/2022,4.7,68.27,sunny,light,credit card,3,33,city streets
06/12/2026,9,3 Stang Plaza,13049 Browning Way,0.54,101.47,6/30/2022,8/11/2022,4.3,4.75,snowy,light,credit card,5,73,city streets
06/12/2026,9,1 Parkside Crossing,6 Toban Terrace,40.96,133.46,7/26/2022,8/4/2022,1.5,32.64,snowy,heavy,cash,5,37,highway
06/12/2026,1,697 Monument Terrace,7 Oxford Avenue,43.32,69.11,5/20/2022,7/15/2022,3.2,33.38,sunny,heavy,credit card,5,394,city streets
06/12/2026,4,62 Morningstar Trail,71133 Derek Place,7.19,106.0,5/11/2022,10/3/2022,1.3,85.14,snowy,light,cash,4,156,back roads
06/12/2026,6,668 Fulton Pass,53792 Randy Pass,29.09,126.61,5/20/2022,9/19/2022,3.8,6.18,snowy,light,mobile payment,5,0,highway
06/12/2026,7,2782 Helena Plaza,20600 Blaine Circle,17.82,44.92,6/9/2022,10/8/2022,3.6,29.08,cloudy,moderate,credit card,5,215,city streets
06/12/2026,6,3 Florence Circle,142 Spohn Pass,28.36,65.61,9/18/2022,10/18/2022,1.6,84.74,sunny,light,cash,3,257,city streets
06/12/2026,6,9 Anzinger Parkway,78 Clarendon Place,40.81,135.86,1/14/2022,4/3/2022,4.6,83.47,snowy,heavy,cash,5,69,back roads
06/12/2026,4,7 Harper Pass,3 Pond Center,19.72,90.31,5/10/2022,3/28/2022,3.5,91.14,sunny,moderate,cash,4,116,city streets
06/12/2026,9,778 American Pass,705 Melby Way,29.65,123.06,6/22/2022,2/22/2022,2.4,98.75,snowy,heavy,mobile payment,3,550,back roads
06/12/2026,5,44 Dapin Court,034 Westend Point,30.23,48.35,2/4/2022,6/27/2022,2.2,29.7,sunny,light,mobile payment,1,359,back roads
06/12/2026,7,60 Arrowood Trail,25932 Truax Place,30.24,140.41,4/18/2022,6/8/2022,1.5,70.12,cloudy,light,mobile payment,1,439,city streets
06/12/2026,7,07 Northridge Road,12565 International Place,35.54,104.57,8/14/2022,9/11/2022,2.3,66.99,cloudy,heavy,cash,3,556,city streets
06/12/2026,2,139 Lerdahl Park,59 Del Mar Place,5.5,73.07,8/12/2022,3/21/2022,1.5,27.6,cloudy,moderate,cash,3,201,highway
06/12/2026,4,77 Ryan Drive,1553 Acker Drive,8.18,138.62,7/25/2022,4/29/2022,2.4,77.3,sunny,light,mobile payment,1,352,highway
06/12/2026,6,1023 Morning Alley,80 Sycamore Place,42.06,108.56,4/8/2022,2/9/2022,3.1,66.5,snowy,light,mobile payment,2,14,back roads
06/12/2026,7,899 Lake View Avenue,37 Redwing Crossing,37.59,111.33,2/26/2022,8/4/2022,3.5,37.05,sunny,moderate,mobile payment,5,325,back roads
06/12/2026,8,98 Cody Avenue,0 Dwight Terrace,38.74,51.55,1/20/2022,10/11/2022,4.9,53.18,cloudy,light,mobile payment,1,289,back roads
06/12/2026,6,89 Grasskamp Parkway,658 Linden Avenue,12.13,79.17,4/4/2022,9/13/2022,3.1,70.16,cloudy,heavy,mobile payment,2,588,back roads
06/12/2026,5,550 Golf View Place,72416 Oxford Point,15.29,66.32,2/21/2022,5/28/2022,3.7,69.89,snowy,heavy,mobile payment,3,191,highway
06/12/2026,4,13309 Shopko Point,809 Tomscot Drive,20.46,68.95,7/3/2022,5/7/2022,4.5,92.74,snowy,heavy,credit card,4,482,highway
06/12/2026,6,88487 Talmadge Street,73855 Ruskin Hill,32.64,72.69,9/6/2022,5/20/2022,3.7,91.35,cloudy,light,mobile payment,2,258,back roads
06/12/2026,5,2142 Corben Terrace,37 Havey Terrace,36.24,5.89,3/18/2022,4/29/2022,5.0,16.49,cloudy,heavy,mobile payment,5,124,back roads
06/12/2026,3,2214 Eastlawn Pass,11 Holmberg Point,34.61,139.94,2/28/2022,10/18/2022,2.7,22.46,cloudy,heavy,credit card,4,590,back roads
06/12/2026,2,7 Thierer Way,35674 Fieldstone Junction,40.99,103.22,5/9/2022,5/12/2022,1.1,54.96,snowy,heavy,credit card,3,27,back roads
06/12/2026,5,4 Stuart Circle,9 Golden Leaf Parkway,47.33,9.81,2/1/2022,9/30/2022,4.4,28.71,cloudy,moderate,mobile payment,1,433,back roads
06/12/2026,7,383 Merchant Court,931 La Follette Plaza,25.17,10.21,4/6/2022,1/27/2022,4.3,16.91,cloudy,heavy,credit card,2,544,highway
06/12/2026,5,8 Mariners Cove Park,8184 Forest Street,38.12,130.52,9/7/2022,6/29/2022,2.3,25.45,cloudy,light,credit card,3,221,highway
06/12/2026,1,54211 Colorado Junction,73 3rd Center,2.51,66.88,8/30/2022,2/14/2022,2.7,3.45,sunny,light,cash,1,303,city streets
06/12/2026,9,54 Muir Road,34 Shoshone Alley,41.58,10.29,6/6/2022,6/29/2022,4.5,64.81,sunny,heavy,credit card,1,27,city streets
06/12/2026,6,10 Vidon Point,5 Shasta Crossing,36.4,32.03,1/3/2022,5/22/2022,1.5,71.0,snowy,light,credit card,4,151,back roads
06/12/2026,1,6 Elgar Pass,440 Vahlen Crossing,18.12,120.98,4/13/2022,5/11/2022,3.4,59.52,sunny,light,credit card,2,413,back roads
06/12/2026,9,352 Bunting Crossing,65729 Westridge Plaza,8.07,65.75,8/26/2022,6/14/2022,1.8,89.45,sunny,light,cash,4,386,highway
06/12/2026,7,0734 Oak Circle,84 Elka Road,42.8,108.58,7/11/2022,6/15/2022,3.9,41.42,snowy,heavy,cash,5,567,back roads
06/12/2026,2,6267 Esker Pass,480 Comanche Center,25.76,38.62,6/22/2022,8/7/2022,1.1,84.83,snowy,light,credit card,2,36,back roads
06/12/2026,9,8119 Cordelia Terrace,37215 Division Lane,23.7,9.46,1/15/2022,7/14/2022,3.8,88.31,cloudy,light,mobile payment,1,162,highway
06/12/2026,5,962 Arkansas Junction,395 Ridge Oak Parkway,37.66,122.86,3/23/2022,6/30/2022,4.5,26.64,sunny,heavy,cash,3,124,back roads
06/12/2026,5,8 Maple Wood Trail,482 Vermont Crossing,7.11,47.05,2/27/2022,7/21/2022,2.4,41.03,cloudy,moderate,credit card,5,120,city streets
06/12/2026,2,8980 Eagle Crest Trail,79 Cascade Road,27.23,27.76,4/26/2022,9/13/2022,1.0,76.3,sunny,moderate,cash,5,123,back roads
06/12/2026,2,3201 Anniversary Pass,790 Northfield Place,2.11,127.35,4/6/2022,6/14/2022,2.4,22.1,cloudy,heavy,cash,5,549,city streets
06/12/2026,1,419 Shelley Alley,205 Saint Paul Center,27.35,35.71,7/17/2022,10/5/2022,4.6,56.81,snowy,heavy,cash,4,326,back roads
06/12/2026,3,9130 Bunker Hill Circle,2 Valley Edge Avenue,48.01,105.45,9/13/2022,1/6/2022,4.3,99.66,sunny,heavy,credit card,2,432,city streets
06/12/2026,9,42625 Granby Crossing,3 Washington Plaza,20.15,145.06,7/14/2022,9/3/2022,4.6,92.02,sunny,light,mobile payment,1,382,back roads
06/12/2026,1,12452 Green Junction,053 Fair Oaks Circle,47.95,67.76,7/21/2022,10/17/2022,1.8,52.96,sunny,moderate,mobile payment,5,126,city streets
06/12/2026,4,2585 Loftsgordon Circle,19 Hoffman Alley,11.14,134.09,2/6/2022,8/15/2022,3.7,3.74,snowy,moderate,mobile payment,3,307,highway
06/12/2026,7,66 Gina Circle,852 Cambridge Park,38.3,107.16,4/15/2022,5/28/2022,4.2,27.17,cloudy,moderate,cash,3,375,highway
06/12/2026,2,76562 Springview Plaza,0 Sachs Place,8.92,33.68,6/3/2022,8/14/2022,1.2,14.6,cloudy,heavy,mobile payment,3,74,highway
06/12/2026,9,4454 Almo Drive,5901 Huxley Drive,21.63,130.2,2/3/2022,3/25/2022,3.1,74.59,sunny,light,cash,1,161,highway
06/12/2026,5,533 Del Sol Alley,2896 Weeping Birch Circle,33.39,110.89,5/3/2022,3/21/2022,3.1,92.3,sunny,heavy,mobile payment,4,247,city streets
06/12/2026,7,5 Meadow Ridge Plaza,662 Forest Run Plaza,17.48,79.82,3/22/2022,3/19/2022,2.6,71.62,cloudy,heavy,credit card,2,129,city streets
06/12/2026,3,4416 Buell Crossing,87229 Holmberg Crossing,31.53,144.64,4/11/2022,6/10/2022,3.6,23.57,snowy,light,cash,2,589,city streets
06/12/2026,9,0 Northwestern Court,8 Buena Vista Street,16.06,61.43,6/25/2022,9/30/2022,2.9,26.92,cloudy,light,credit card,4,267,city streets
06/12/2026,5,7454 Pleasure Trail,772 Mockingbird Terrace,16.69,63.2,6/30/2022,9/6/2022,1.3,65.7,sunny,heavy,mobile payment,4,473,back roads
06/12/2026,6,2 Forster Alley,686 Stang Street,34.3,24.99,4/6/2022,1/9/2022,3.5,79.81,snowy,moderate,mobile payment,3,257,city streets
06/12/2026,8,48 Kensington Hill,56 Clemons Street,32.79,69.08,6/27/2022,4/6/2022,2.2,11.34,sunny,heavy,mobile payment,1,598,back roads
06/12/2026,9,0 Darwin Lane,635 Twin Pines Alley,41.39,77.95,9/18/2022,6/26/2022,2.3,1.35,sunny,moderate,mobile payment,1,48,back roads
06/12/2026,4,58085 Butternut Center,0 Hoepker Point,6.19,122.53,3/9/2022,10/12/2022,1.9,38.37,snowy,light,cash,5,82,back roads
06/12/2026,4,32 Dovetail Plaza,4015 Canary Plaza,30.42,61.47,9/11/2022,3/7/2022,2.3,98.61,cloudy,moderate,cash,5,103,highway
06/12/2026,7,3392 Duke Terrace,33 Anniversary Hill,11.17,84.75,1/22/2022,2/6/2022,4.3,57.63,cloudy,moderate,cash,2,353,back roads
06/12/2026,8,7 Acker Junction,192 Gina Plaza,11.38,130.89,4/24/2022,6/7/2022,3.4,91.07,cloudy,moderate,credit card,4,139,back roads
06/12/2026,5,94 Briar Crest Crossing,8339 Holy Cross Parkway,34.56,114.0,4/26/2022,10/29/2022,1.2,69.36,cloudy,heavy,credit card,1,461,back roads
06/12/2026,7,28942 Crownhardt Point,287 Continental Drive,8.01,8.62,5/26/2022,8/25/2022,1.1,40.4,cloudy,moderate,cash,3,174,city streets
06/12/2026,3,92 Pleasure Park,325 Bayside Parkway,11.27,127.74,4/29/2022,7/12/2022,3.3,60.38,sunny,heavy,mobile payment,3,592,back roads
06/12/2026,7,894 Calypso Park,915 Summerview Park,47.01,136.34,3/31/2022,5/31/2022,1.4,25.01,snowy,heavy,cash,2,472,back roads
06/12/2026,5,181 Huxley Crossing,6 Arrowood Street,25.86,105.05,1/31/2022,8/22/2022,4.0,58.41,cloudy,heavy,cash,3,588,city streets
06/12/2026,6,93 Lerdahl Park,36775 Kinsman Hill,20.85,13.95,6/9/2022,10/27/2022,3.4,84.02,cloudy,moderate,credit card,2,332,city streets
06/12/2026,5,42919 Johnson Junction,97185 Killdeer Court,40.62,8.83,4/5/2022,2/23/2022,4.5,65.34,sunny,moderate,cash,3,261,highway
06/12/2026,4,5885 Little Fleur Drive,82251 American Plaza,0.54,82.78,8/12/2022,3/14/2022,3.6,85.69,sunny,moderate,cash,2,260,back roads
06/12/2026,2,384 Ilene Court,6768 Eagle Crest Court,38.09,122.73,3/24/2022,7/14/2022,4.7,86.09,snowy,moderate,mobile payment,3,257,highway
06/12/2026,3,4 Emmet Junction,690 Express Hill,22.51,43.84,9/4/2022,1/21/2022,2.8,43.99,sunny,light,credit card,5,284,back roads
06/12/2026,2,8196 Kinsman Parkway,4 5th Street,22.15,141.93,1/28/2022,10/12/2022,2.9,2.37,sunny,light,credit card,2,133,highway
06/12/2026,6,49080 3rd Plaza,143 Fieldstone Crossing,20.97,109.82,8/17/2022,2/11/2022,2.2,12.86,snowy,heavy,credit card,3,55,city streets
06/12/2026,4,6 Mcbride Drive,91 Toban Point,2.88,76.94,7/9/2022,10/5/2022,2.5,47.8,cloudy,moderate,cash,4,206,highway
06/12/2026,1,0174 Cambridge Way,51 Montana Center,41.15,149.5,7/3/2022,11/5/2022,2.7,65.52,sunny,light,cash,1,58,back roads
